Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,City,State,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit,Year,Month Name,Profit Margin
CA-2016-145492,16-03-2024,27-11-2016,Standard Class,MC-17605,Matt Connell,Los Angeles,California,West,OFF-AP-10003622,Office Supplies,Appliances,"Bravo II Megaboss 12-Amp Hard Body Upright, Replacement Belts, 2 Belts per Pack",39.00,12.00,0.00,11.31,2024,March,0.29
CA-2016-163202,17-03-2024,02-10-2016,Standard Class,BM-11650,Brian Moss,Lancaster,Ohio,East,OFF-BI-10002764,Office Supplies,Binders,Recycled Pressboard Report Cover with Reinforced Top Hinge,2.91,3.00,0.70,-2.03,2024,March,-0.7
CA-2016-117681,18-03-2024,14-04-2016,Standard Class,HF-14995,Herbert Flentye,Los Angeles,California,West,FUR-BO-10001798,Furniture,Bookcases,Bush Somerset Collection Bookcase,556.67,5.00,0.15,6.55,2024,March,0.011764706
CA-2017-132262,19-03-2024,23-09-2017,First Class,ML-18265,Muhammed Lee,Seattle,Washington,West,TEC-AC-10000158,Technology,Accessories,Sony 64GB Class 10 Micro SDHC R40 Memory Card,71.98,2.00,0.00,15.12,2024,March,0.21
CA-2017-123043,20-03-2024,29-08-2017,Standard Class,AH-10195,Alan Haines,New York City,New York,East,OFF-BI-10003910,Office Supplies,Binders,DXL Angle-View Binders with Locking Rings by Samsill,24.67,4.00,0.20,7.71,2024,March,0.3125
US-2016-143280,21-03-2024,26-02-2016,Standard Class,TZ-21580,Tracy Zic,Los Angeles,California,West,TEC-PH-10002398,Technology,Phones,AT&T 1070 Corded Phone,445.96,5.00,0.20,55.75,2024,March,0.125
CA-2017-108854,22-03-2024,14-12-2017,Standard Class,DM-13345,Denise Monton,San Francisco,California,West,OFF-PA-10003022,Office Supplies,Paper,Standard Line While You Were Out Hardbound Telephone Message Book,87.92,4.00,0.00,40.44,2024,March,0.46
CA-2017-166856,23-03-2024,22-09-2017,Standard Class,TS-21505,Tony Sayre,Clovis,New Mexico,West,OFF-BI-10002012,Office Supplies,Binders,Wilson Jones Easy Flow II Sheet Lifters,10.08,7.00,0.20,3.53,2024,March,0.35
CA-2016-153157,24-03-2024,14-09-2016,First Class,TB-21625,Trudy Brown,Wichita,Kansas,Central,TEC-PH-10003171,Technology,Phones,Plantronics Encore H101 Dual Earpieces Headset,224.75,5.00,0.00,62.93,2024,March,0.28
US-2017-125647,25-03-2024,28-09-2017,Standard Class,LC-16870,Lena Cacioppo,Chicago,Illinois,Central,OFF-AP-10000390,Office Supplies,Appliances,Euro Pro Shark Stick Mini Vacuum,73.18,6.00,0.80,-197.58,2024,March,-2.7
CA-2014-132542,26-03-2024,08-10-2014,Second Class,AM-10360,Alice McCarthy,Omaha,Nebraska,Central,OFF-BI-10004099,Office Supplies,Binders,GBC VeloBinder Strips,15.36,2.00,0.00,7.68,2024,March,0.5
CA-2015-110877,27-03-2024,26-10-2015,First Class,JE-15715,Joe Elijah,Houston,Texas,Central,OFF-PA-10004621,Office Supplies,Paper,Xerox 212,36.29,7.00,0.20,12.70,2024,March,0.35
US-2016-151827,28-03-2024,02-04-2016,Second Class,CS-11950,Carlos Soltero,Philadelphia,Pennsylvania,East,TEC-PH-10002789,Technology,Phones,LG Exalt,280.78,3.00,0.40,-60.84,2024,March,-0.216666667
US-2016-163258,29-03-2024,02-01-2017,Standard Class,PF-19225,Phillip Flathmann,Los Angeles,California,West,OFF-BI-10000138,Office Supplies,Binders,Acco Translucent Poly Ring Binders,11.23,3.00,0.20,3.93,2024,March,0.35
CA-2017-103009,30-03-2024,05-11-2017,Second Class,PJ-18835,Patrick Jones,Richmond,Kentucky,South,OFF-PA-10001215,Office Supplies,Paper,Xerox 1963,26.40,5.00,0.00,11.88,2024,March,0.45
US-2017-120649,31-03-2024,26-01-2017,Standard Class,JF-15490,Jeremy Farry,Waterbury,Connecticut,East,OFF-AR-10001545,Office Supplies,Art,Newell 326,3.52,2.00,0.00,1.02,2024,March,0.29
CA-2016-153598,01-04-2024,06-12-2016,First Class,NM-18520,Neoma Murray,Los Angeles,California,West,TEC-AC-10003870,Technology,Accessories,Logitech Z-906 Speaker sys - home theater - 5.1-CH,1649.95,5.00,0.00,659.98,2024,April,0.4
US-2016-108497,02-04-2024,14-06-2016,Same Day,MH-17290,Marc Harrigan,Los Angeles,California,West,FUR-BO-10004218,Furniture,Bookcases,"Bush Heritage Pine Collection 5-Shelf Bookcase, Albany Pine Finish, *Special Order",599.17,5.00,0.15,35.25,2024,April,0.058823529
CA-2016-113096,03-04-2024,04-09-2016,First Class,SZ-20035,Sam Zeldin,San Francisco,California,West,OFF-ST-10003455,Office Supplies,Storage,"Tenex File Box, Personal Filing Tote with Lid, Black",46.53,3.00,0.00,12.10,2024,April,0.26
CA-2014-136861,04-04-2024,07-09-2014,First Class,PR-18880,Patrick Ryan,Saint Petersburg,Florida,South,FUR-FU-10001967,Furniture,Furnishings,Telescoping Adjustable Floor Lamp,31.98,2.00,0.20,2.00,2024,April,0.0625
CA-2017-117422,05-04-2024,25-10-2017,Standard Class,FC-14245,Frank Carlisle,Lakewood,Ohio,East,OFF-AP-10000938,Office Supplies,Appliances,Avanti 1.7 Cu. Ft. Refrigerator,161.57,2.00,0.20,16.16,2024,April,0.1
CA-2017-129707,06-04-2024,29-04-2017,Standard Class,LH-16750,Larry Hughes,Chandler,Arizona,West,OFF-AR-10000246,Office Supplies,Art,Newell 318,8.90,4.00,0.20,0.67,2024,April,0.075
CA-2015-160171,07-04-2024,24-10-2015,Standard Class,RM-19675,Robert Marley,Los Angeles,California,West,OFF-AP-10000275,Office Supplies,Appliances,"Sanyo Counter Height Refrigerator with Crisper, 3.6 Cubic Foot, Stainless Steel/Black",1640.70,5.00,0.00,459.40,2024,April,0.28
CA-2014-103317,08-04-2024,08-07-2014,First Class,DM-13525,Don Miller,Palm Coast,Florida,South,FUR-FU-10001591,Furniture,Furnishings,Advantus Panel Wall Certificate Holder - 8.5x11,19.52,2.00,0.20,5.37,2024,April,0.275
CA-2016-167115,09-04-2024,09-04-2016,Standard Class,EH-14185,Evan Henry,New York City,New York,East,OFF-BI-10004600,Office Supplies,Binders,Ibico Ibimaster 300 Manual Binding System,588.78,2.00,0.20,184.00,2024,April,0.3125
US-2017-153633,10-04-2024,18-11-2017,Second Class,TC-21295,Toby Carlisle,Jupiter,Florida,South,OFF-AR-10002335,Office Supplies,Art,DIXON Oriole Pencils,2.06,1.00,0.20,0.15,2024,April,0.075
CA-2017-155929,11-04-2024,13-09-2017,Standard Class,AI-10855,Arianne Irving,Glendale,Arizona,West,OFF-PA-10000859,Office Supplies,Paper,Unpadded Memo Slips,6.37,2.00,0.20,2.39,2024,April,0.375
CA-2015-148712,12-04-2024,23-04-2015,Standard Class,JM-15535,Jessica Myrick,New York City,New York,East,TEC-AC-10003198,Technology,Accessories,Enermax Acrylux Wireless Keyboard,99.60,1.00,0.00,36.85,2024,April,0.37
CA-2016-128307,13-04-2024,29-07-2016,Standard Class,BE-11335,Bill Eplett,Houston,Texas,Central,OFF-EN-10003040,Office Supplies,Envelopes,Quality Park Security Envelopes,20.94,1.00,0.20,7.07,2024,April,0.3375
US-2016-127425,14-04-2024,31-08-2016,Standard Class,DR-12880,Dan Reichenbach,New York City,New York,East,TEC-PH-10003442,Technology,Phones,Samsung Replacement EH64AVFWE Premium Headset,33.00,6.00,0.00,8.25,2024,April,0.25
US-2014-119081,15-04-2024,19-09-2014,Standard Class,TA-21385,Tom Ashbrook,Olathe,Kansas,Central,OFF-SU-10000157,Office Supplies,Supplies,Compact Automatic Electric Letter Opener,357.93,3.00,0.00,7.16,2024,April,0.02
CA-2016-140613,16-04-2024,29-07-2016,Standard Class,KN-16705,Kristina Nunn,Sparks,Nevada,West,OFF-SU-10004261,Office Supplies,Supplies,"Fiskars 8"" Scissors, 2/Pack",86.20,5.00,0.00,25.00,2024,April,0.29
US-2017-108700,17-04-2024,23-05-2017,Standard Class,PJ-18835,Patrick Jones,Rockford,Illinois,Central,OFF-PA-10004733,Office Supplies,Paper,Things To Do Today Spiral Book,38.02,6.00,0.20,13.78,2024,April,0.3625
CA-2017-160962,18-04-2024,02-05-2017,Standard Class,MC-17605,Matt Connell,Philadelphia,Pennsylvania,East,OFF-ST-10001325,Office Supplies,Storage,Sterilite Officeware Hinged File Box,8.38,1.00,0.20,0.73,2024,April,0.0875
CA-2017-130631,19-04-2024,02-01-2018,Standard Class,BS-11755,Bruce Stewart,Edmonds,Washington,West,OFF-FA-10000089,Office Supplies,Fasteners,Acco Glide Clips,19.60,5.00,0.00,9.60,2024,April,0.49
CA-2017-116680,20-04-2024,06-09-2017,Second Class,PK-19075,Pete Kriz,San Francisco,California,West,OFF-BI-10004022,Office Supplies,Binders,Acco Suede Grain Vinyl Round Ring Binder,13.34,6.00,0.20,4.34,2024,April,0.325
US-2014-107405,21-04-2024,25-03-2014,Standard Class,TS-21205,Thomas Seio,Asheville,North Carolina,South,OFF-ST-10002301,Office Supplies,Storage,Tennsco Commercial Shelving,16.27,1.00,0.20,-3.86,2024,April,-0.2375
CA-2017-101574,22-04-2024,04-10-2017,Standard Class,BD-11725,Bruce Degenhardt,Los Angeles,California,West,FUR-FU-10001706,Furniture,Furnishings,Longer-Life Soft White Bulbs,9.24,3.00,0.00,4.44,2024,April,0.48
CA-2014-146591,23-04-2024,20-01-2014,First Class,TS-21340,Toby Swindell,Scottsdale,Arizona,West,OFF-BI-10003676,Office Supplies,Binders,"GBC Standard Recycled Report Covers, Clear Plastic Sheets",32.34,10.00,0.70,-23.72,2024,April,-0.733333333
CA-2014-107706,24-04-2024,19-02-2014,Second Class,ST-20530,Shui Tom,Houston,Texas,Central,OFF-PA-10000466,Office Supplies,Paper,"Memo Book, 100 Message Capacity, 5 3/8 x 11",16.18,3.00,0.20,6.07,2024,April,0.375
CA-2016-122448,25-04-2024,14-06-2016,Standard Class,DB-13210,Dean Braden,San Francisco,California,West,FUR-CH-10002774,Furniture,Chairs,"Global Deluxe Stacking Chair, Gray",122.35,3.00,0.20,13.76,2024,April,0.1125
CA-2014-132451,26-04-2024,27-09-2014,First Class,KF-16285,Karen Ferguson,San Diego,California,West,FUR-CH-10000454,Furniture,Chairs,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",585.55,3.00,0.20,73.19,2024,April,0.125
CA-2016-158547,27-04-2024,04-06-2016,Standard Class,JM-16195,Justin MacKendrick,Hamilton,Ohio,East,OFF-AP-10003842,Office Supplies,Appliances,Euro-Pro Shark Turbo Vacuum,123.92,5.00,0.20,9.29,2024,April,0.075
CA-2017-116946,28-04-2024,23-12-2017,Standard Class,TS-21505,Tony Sayre,Parker,Colorado,West,FUR-FU-10000320,Furniture,Furnishings,OIC Stacking Trays,13.36,5.00,0.20,4.01,2024,April,0.3
CA-2017-121741,29-04-2024,26-12-2017,Same Day,YC-21895,Yoseph Carroll,Fremont,Nebraska,Central,OFF-ST-10004459,Office Supplies,Storage,Tennsco Single-Tier Lockers,750.68,2.00,0.00,37.53,2024,April,0.05
CA-2017-169691,30-04-2024,18-06-2017,First Class,Dp-13240,Dean percer,Maple Grove,Minnesota,Central,OFF-LA-10002312,Office Supplies,Labels,Avery 490,44.40,3.00,0.00,22.20,2024,April,0.5
CA-2016-121356,01-05-2024,24-11-2016,Standard Class,SJ-20500,Shirley Jackson,Newark,Delaware,East,OFF-BI-10002133,Office Supplies,Binders,"Wilson Jones Elliptical Ring 3 1/2"" Capacity Binders, 800 sheets",128.40,3.00,0.00,62.92,2024,May,0.49
CA-2014-101770,02-05-2024,04-04-2014,Standard Class,KB-16240,Karen Bern,Miami,Florida,South,OFF-BI-10001097,Office Supplies,Binders,Avery Hole Reinforcements,1.87,1.00,0.70,-1.31,2024,May,-0.7
CA-2017-105487,03-05-2024,14-10-2017,Standard Class,CS-12250,Chris Selesnick,San Diego,California,West,TEC-PH-10001336,Technology,Phones,Digium D40 VoIP phone,103.19,1.00,0.20,11.61,2024,May,0.1125
CA-2017-148999,04-05-2024,04-02-2017,Standard Class,EB-13870,Emily Burns,Miami,Florida,South,FUR-CH-10002044,Furniture,Chairs,"Office Star - Contemporary Task Swivel chair with 2-way adjustable arms, Plum",419.14,4.00,0.20,-68.11,2024,May,-0.1625
CA-2014-107573,05-05-2024,17-12-2014,Standard Class,PB-19150,Philip Brown,Miami,Florida,South,OFF-EN-10001099,Office Supplies,Envelopes,Staple envelope,23.47,3.00,0.20,7.63,2024,May,0.325
CA-2015-156608,06-05-2024,29-10-2015,Standard Class,MT-18070,Michelle Tran,San Antonio,Texas,Central,OFF-BI-10004140,Office Supplies,Binders,Avery Non-Stick Binders,3.59,4.00,0.80,-6.29,2024,May,-1.75
CA-2017-134495,07-05-2024,04-04-2017,Second Class,BF-11020,Barry Französisch,Jacksonville,Florida,South,TEC-PH-10004897,Technology,Phones,Mediabridge Sport Armband iPhone 5s,23.98,3.00,0.20,-5.69,2024,May,-0.2375
CA-2017-164098,08-05-2024,27-01-2017,First Class,CG-12520,Claire Gute,Houston,Texas,Central,OFF-ST-10000615,Office Supplies,Storage,"SimpliFile Personal File, Black Granite, 15w x 6-15/16d x 11-1/4h",18.16,2.00,0.20,1.82,2024,May,0.1
CA-2014-105249,09-05-2024,28-11-2014,Same Day,DH-13675,Duane Huffman,San Francisco,California,West,OFF-SU-10001225,Office Supplies,Supplies,Staple remover,7.36,2.00,0.00,0.15,2024,May,0.02
CA-2015-113523,10-05-2024,08-09-2015,Standard Class,SC-20440,Shaun Chance,Philadelphia,Pennsylvania,East,OFF-BI-10001249,Office Supplies,Binders,Avery Heavy-Duty EZD View Binder with Locking Rings,7.66,4.00,0.70,-6.12,2024,May,-0.8
CA-2017-117821,11-05-2024,16-06-2017,Standard Class,HG-15025,Hunter Glantz,Marion,Ohio,East,TEC-AC-10004469,Technology,Accessories,Microsoft Sculpt Comfort Mouse,63.92,2.00,0.20,19.18,2024,May,0.3
CA-2017-164378,12-05-2024,18-07-2017,Second Class,MM-18055,Michelle Moray,New York City,New York,East,OFF-AR-10001177,Office Supplies,Art,Newell 349,6.56,2.00,0.00,1.90,2024,May,0.29
CA-2017-127782,13-05-2024,06-11-2017,Standard Class,TH-21115,Thea Hudgings,Philadelphia,Pennsylvania,East,FUR-FU-10001847,Furniture,Furnishings,Eldon Image Series Black Desk Accessories,3.31,1.00,0.20,0.66,2024,May,0.2
US-2016-162026,14-05-2024,08-10-2016,Same Day,JE-15745,Joel Eaton,Los Angeles,California,West,OFF-PA-10000167,Office Supplies,Paper,Xerox 1925,61.96,2.00,0.00,27.88,2024,May,0.45
CA-2016-150000,15-05-2024,14-04-2016,Standard Class,PG-18820,Patrick Gardner,Smyrna,Georgia,South,OFF-EN-10002973,Office Supplies,Envelopes,Ampad #10 Peel & Seel Holiday Envelopes,17.92,4.00,0.00,8.60,2024,May,0.48
CA-2015-168529,16-05-2024,12-10-2015,Standard Class,MB-17305,Maria Bertelson,San Francisco,California,West,FUR-FU-10001588,Furniture,Furnishings,"Deflect-o SuperTray Unbreakable Stackable Tray, Letter, Black",145.90,5.00,0.00,62.74,2024,May,0.43
US-2017-152569,17-05-2024,20-05-2017,Standard Class,JD-16015,Joy Daniels,Chicago,Illinois,Central,OFF-PA-10001736,Office Supplies,Paper,Xerox 1880,56.70,2.00,0.20,19.14,2024,May,0.3375
US-2014-137680,18-05-2024,02-03-2014,Standard Class,JH-15430,Jennifer Halladay,Medford,Oregon,West,OFF-PA-10000174,Office Supplies,Paper,"Message Book, Wirebound, Four 5 1/2"" X 4"" Forms/Pg., 200 Dupl. Sets/Book",32.90,4.00,0.20,11.10,2024,May,0.3375
CA-2015-103177,19-05-2024,01-06-2015,First Class,EN-13780,Edward Nazzal,New York City,New York,East,TEC-PH-10001795,Technology,Phones,RCA H5401RE1 DECT 6.0 4-Line Cordless Handset With Caller ID/Call Waiting,239.97,3.00,0.00,2.40,2024,May,0.01
US-2016-138408,20-05-2024,21-11-2016,Second Class,KC-16255,Karen Carlisle,Huntsville,Alabama,South,TEC-AC-10003870,Technology,Accessories,Logitech Z-906 Speaker sys - home theater - 5.1-CH,1319.96,4.00,0.00,527.98,2024,May,0.4
CA-2017-117667,21-05-2024,09-12-2017,Standard Class,MS-17980,Michael Stewart,Philadelphia,Pennsylvania,East,FUR-CH-10004540,Furniture,Chairs,Global Chrome Stack Chair,239.96,10.00,0.30,-10.28,2024,May,-0.042857143
CA-2016-110982,22-05-2024,07-06-2016,First Class,CK-12205,Chloris Kastensmidt,Santa Clara,California,West,OFF-BI-10000829,Office Supplies,Binders,Avery Non-Stick Binders,21.55,6.00,0.20,7.00,2024,May,0.325
CA-2016-147123,23-05-2024,12-12-2016,First Class,SJ-20125,Sanjit Jacobs,Long Beach,California,West,OFF-PA-10000575,Office Supplies,Paper,"Wirebound Message Books, Four 2 3/4 x 5 White Forms per Page",80.28,12.00,0.00,36.93,2024,May,0.46
CA-2017-154501,24-05-2024,05-05-2017,Standard Class,EA-14035,Erin Ashbrook,Los Angeles,California,West,OFF-AR-10002804,Office Supplies,Art,Faber Castell Col-Erase Pencils,9.78,2.00,0.00,4.01,2024,May,0.41
CA-2017-166933,25-05-2024,28-04-2017,Standard Class,MG-17890,Michael Granlund,Santa Barbara,California,West,OFF-FA-10002676,Office Supplies,Fasteners,Colored Push Pins,1.81,1.00,0.00,0.65,2024,May,0.36
CA-2015-142055,26-05-2024,10-05-2015,First Class,AB-10255,Alejandro Ballentine,New York City,New York,East,OFF-PA-10003465,Office Supplies,Paper,Xerox 1912,37.94,2.00,0.00,18.21,2024,May,0.48
CA-2015-137106,27-05-2024,04-04-2015,Standard Class,SC-20260,Scott Cohen,Jacksonville,Florida,South,TEC-PH-10000011,Technology,Phones,PureGear Roll-On Screen Protector,79.96,5.00,0.20,27.99,2024,May,0.35
CA-2017-136609,28-05-2024,11-08-2017,Standard Class,TB-21355,Todd Boyes,Cedar Hill,Texas,Central,OFF-PA-10004381,Office Supplies,Paper,14-7/8 x 11 Blue Bar Computer Printout Paper,115.30,3.00,0.20,40.35,2024,May,0.35
CA-2017-160885,29-05-2024,06-12-2017,Standard Class,JK-16090,Juliana Krohn,Omaha,Nebraska,Central,TEC-PH-10001795,Technology,Phones,ClearOne CHATAttach 160 - speaker phone,2479.96,4.00,0.00,743.99,2024,May,0.3
US-2016-167472,30-05-2024,07-06-2016,First Class,CK-12595,Clytie Kelty,Little Rock,Arkansas,South,TEC-AC-10001109,Technology,Accessories,Logitech Trackman Marble Mouse,179.94,6.00,0.00,75.57,2024,May,0.42
CA-2015-120551,31-05-2024,20-04-2015,Standard Class,SS-20590,Sonia Sunley,Norfolk,Nebraska,Central,OFF-BI-10002071,Office Supplies,Binders,Fellowes Black Plastic Comb Bindings,17.43,3.00,0.00,8.02,2024,May,0.46
US-2017-150595,01-06-2024,26-05-2017,Standard Class,LE-16810,Laurel Elliston,Chicago,Illinois,Central,FUR-CH-10000513,Furniture,Chairs,High-Back Leather Manager's Chair,181.99,2.00,0.30,-54.60,2024,June,-0.3
CA-2016-134936,02-06-2024,25-12-2016,Standard Class,ES-14080,Erin Smith,Tucson,Arizona,West,FUR-TA-10001086,Furniture,Tables,"SAFCO PlanMaster Boards, 60w x 37-1/2d, White Melamine",455.97,6.00,0.50,-218.87,2024,June,-0.48
CA-2017-102967,03-06-2024,26-09-2017,Standard Class,MG-17890,Michael Granlund,Concord,New Hampshire,East,OFF-ST-10001590,Office Supplies,Storage,"Tenex Personal Project File with Scoop Front Design, Black",67.40,5.00,0.00,17.52,2024,June,0.26
CA-2017-151008,04-06-2024,08-09-2017,First Class,JM-16195,Justin MacKendrick,Draper,Utah,West,FUR-FU-10002396,Furniture,Furnishings,"DAX Copper Panel Document Frame, 5 x 7 Size",25.16,2.00,0.00,10.57,2024,June,0.42
CA-2014-159800,05-06-2024,01-12-2014,First Class,SG-20470,Sheri Gordon,San Francisco,California,West,OFF-AP-10004859,Office Supplies,Appliances,Acco 6 Outlet Guardian Premium Surge Suppressor,43.68,3.00,0.00,11.79,2024,June,0.27
US-2014-159618,06-06-2024,16-11-2014,Standard Class,DB-12970,Darren Budd,Houston,Texas,Central,OFF-AR-10003183,Office Supplies,Art,Avery Fluorescent Highlighter Four-Color Set,2.67,1.00,0.20,0.33,2024,June,0.125
CA-2017-116113,07-06-2024,06-10-2017,Second Class,JW-15220,Jane Waco,Montgomery,Alabama,South,FUR-FU-10002963,Furniture,Furnishings,"Master Caster Door Stop, Gray",10.16,2.00,0.00,3.45,2024,June,0.34
CA-2015-125066,08-06-2024,18-12-2015,Standard Class,KD-16495,Keith Dawkins,Jackson,Mississippi,South,FUR-FU-10003829,Furniture,Furnishings,Stackable Trays,6.16,2.00,0.00,1.97,2024,June,0.32
US-2015-114741,09-06-2024,10-12-2015,Standard Class,IL-15100,Ivan Liston,North Las Vegas,Nevada,West,OFF-PA-10000048,Office Supplies,Paper,Xerox 20,6.48,1.00,0.00,3.11,2024,June,0.48
CA-2017-133263,10-06-2024,02-04-2017,Second Class,JE-15610,Jim Epp,Atlanta,Georgia,South,OFF-BI-10001153,Office Supplies,Binders,Ibico Recycled Grain-Textured Covers,34.54,1.00,0.00,17.27,2024,June,0.5
CA-2017-157966,11-06-2024,13-03-2017,Same Day,SU-20665,Stephanie Ulpright,Chicago,Illinois,Central,OFF-AR-10000799,Office Supplies,Art,Col-Erase Pencils with Erasers,19.46,4.00,0.20,2.19,2024,June,0.1125
CA-2014-151162,12-06-2024,09-12-2014,Standard Class,EA-14035,Erin Ashbrook,Columbus,Ohio,East,OFF-PA-10001033,Office Supplies,Paper,Xerox 1893,98.38,3.00,0.20,35.66,2024,June,0.3625
CA-2016-136686,13-06-2024,16-12-2016,Standard Class,RF-19840,Roy Französisch,Pasadena,California,West,FUR-FU-10004864,Furniture,Furnishings,"Howard Miller 14-1/2"" Diameter Chrome Round Wall Clock",383.64,6.00,0.00,122.76,2024,June,0.32
CA-2017-137498,14-06-2024,14-09-2017,Second Class,LC-17050,Liz Carlisle,Los Angeles,California,West,OFF-AR-10003829,Office Supplies,Art,Newell 35,6.56,2.00,0.00,1.90,2024,June,0.29
CA-2017-163818,15-06-2024,08-10-2017,Standard Class,PS-18970,Paul Stevenson,Clinton,Maryland,East,FUR-FU-10000076,Furniture,Furnishings,24-Hour Round Wall Clock,19.98,1.00,0.00,8.59,2024,June,0.43
CA-2016-161158,16-06-2024,13-05-2016,Standard Class,PS-18970,Paul Stevenson,New York City,New York,East,OFF-AR-10000462,Office Supplies,Art,Sanford Pocket Accent Highlighters,8.00,5.00,0.00,3.44,2024,June,0.43
CA-2014-116673,17-06-2024,19-12-2014,Second Class,JO-15280,Jas O'Carroll,San Diego,California,West,FUR-FU-10003829,Furniture,Furnishings,Stackable Trays,6.16,2.00,0.00,1.97,2024,June,0.32
CA-2017-105333,18-06-2024,04-12-2017,Standard Class,VP-21730,Victor Preis,New York City,New York,East,OFF-ST-10002182,Office Supplies,Storage,"Iris 3-Drawer Stacking Bin, Black",83.56,4.00,0.00,1.67,2024,June,0.02
CA-2015-149993,19-06-2024,20-03-2015,First Class,GA-14725,Guy Armstrong,Lancaster,California,West,OFF-FA-10001561,Office Supplies,Fasteners,Stockwell Push Pins,10.90,5.00,0.00,3.60,2024,June,0.33
CA-2014-168158,20-06-2024,24-07-2014,Standard Class,EM-14140,Eugene Moren,Great Falls,Montana,West,OFF-BI-10001759,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Dark Blue",6.10,2.00,0.20,2.21,2024,June,0.3625
CA-2016-115224,21-06-2024,11-12-2016,Second Class,DB-13615,Doug Bickford,San Francisco,California,West,OFF-ST-10000615,Office Supplies,Storage,"SimpliFile Personal File, Black Granite, 15w x 6-15/16d x 11-1/4h",34.05,3.00,0.00,9.53,2024,June,0.28
CA-2014-164742,22-06-2024,18-10-2014,Second Class,ML-17395,Marina Lichtenstein,Lakewood,New Jersey,East,FUR-CH-10002880,Furniture,Chairs,"Global High-Back Leather Tilter, Burgundy",245.98,2.00,0.00,27.06,2024,June,0.11
US-2017-108014,23-06-2024,25-11-2017,Standard Class,JH-15430,Jennifer Halladay,Cleveland,Ohio,East,OFF-BI-10003984,Office Supplies,Binders,Lock-Up Easel 'Spel-Binder',59.91,7.00,0.70,-45.93,2024,June,-0.766666667
CA-2017-160325,24-06-2024,24-09-2017,Same Day,BP-11095,Bart Pistole,Lawrence,Massachusetts,East,TEC-PH-10000984,Technology,Phones,Panasonic KX-TG9471B,391.98,2.00,0.00,109.75,2024,June,0.28
CA-2015-159779,25-06-2024,29-09-2015,Standard Class,SB-20185,Sarah Brown,Concord,New Hampshire,East,OFF-BI-10002735,Office Supplies,Binders,GBC Prestige Therm-A-Bind Covers,68.62,2.00,0.00,32.25,2024,June,0.47
CA-2017-151176,26-06-2024,20-02-2017,Standard Class,SV-20785,Stewart Visinsky,Baltimore,Maryland,East,OFF-SU-10001165,Office Supplies,Supplies,Acme Elite Stainless Steel Scissors,25.02,3.00,0.00,6.51,2024,June,0.26
CA-2014-108903,27-06-2024,03-10-2014,Same Day,DO-13435,Denny Ordway,Columbus,Ohio,East,OFF-AR-10004010,Office Supplies,Art,Hunt Boston Vacuum Mount KS Pencil Sharpener,55.98,2.00,0.20,4.20,2024,June,0.075
CA-2016-117919,28-06-2024,29-08-2016,Second Class,TB-21355,Todd Boyes,Houston,Texas,Central,OFF-ST-10003572,Office Supplies,Storage,Portfile Personal File Boxes,14.16,1.00,0.20,1.06,2024,June,0.075
CA-2015-142475,29-06-2024,07-12-2015,Standard Class,BS-11380,Bill Stewart,New York City,New York,East,OFF-BI-10003718,Office Supplies,Binders,GBC Therma-A-Bind 250T Electric Binding System,590.35,6.00,0.20,206.62,2024,June,0.35
CA-2016-134516,30-06-2024,25-09-2016,Standard Class,FM-14215,Filia McAdams,Greensboro,North Carolina,South,FUR-FU-10001546,Furniture,Furnishings,Dana Swing-Arm Lamps,17.09,2.00,0.20,1.07,2024,June,0.0625
CA-2017-105193,01-07-2024,31-03-2017,Standard Class,JL-15835,John Lee,New York City,New York,East,OFF-AR-10001547,Office Supplies,Art,Newell 311,11.05,5.00,0.00,2.98,2024,July,0.27
CA-2015-168634,02-07-2024,11-12-2015,Standard Class,AF-10870,Art Ferguson,San Francisco,California,West,OFF-AP-10001626,Office Supplies,Appliances,"Commercial WindTunnel Clean Air Upright Vacuum, Replacement Belts, Filtration Bags",7.78,2.00,0.00,2.02,2024,July,0.26
CA-2017-117198,03-07-2024,05-09-2017,Standard Class,BG-11035,Barry Gonzalez,Monroe,Louisiana,South,TEC-AC-10003033,Technology,Accessories,Plantronics CS510 - Over-the-Head monaural Wireless Headset System,659.90,2.00,0.00,217.77,2024,July,0.33
CA-2015-145828,04-07-2024,07-10-2015,First Class,MB-17305,Maria Bertelson,Cincinnati,Ohio,East,TEC-AC-10002323,Technology,Accessories,SanDisk Ultra 32 GB MicroSDHC Class 10 Memory Card,53.04,3.00,0.20,-4.64,2024,July,-0.0875
CA-2017-121027,05-07-2024,22-08-2017,Standard Class,HW-14935,Helen Wasserman,Seattle,Washington,West,TEC-AC-10002049,Technology,Accessories,Plantronics Savi W720 Multi-Device Wireless Headset System,843.90,2.00,0.00,371.32,2024,July,0.44
CA-2016-147431,06-07-2024,07-02-2016,Standard Class,AB-10105,Adrian Barton,New York City,New York,East,OFF-ST-10003994,Office Supplies,Storage,"Belkin 19"" Center-Weighted Shelf, Gray",117.96,2.00,0.00,5.90,2024,July,0.05
